LatitudeFrom,LatitudeTo,Heading,LongitudeFrom,LongitudeTo,Elevation,BeginChainage,EndChainage,AlligCracksSmall,AlligCracksMed,AlligCracksLarge,AlligCracksAvgWidth,AlligCracksMinWidth,AlligCracksMaxWidth,AlligCracksMinDepth,AlligCracksMaxDepth,CracksLongitudinalSmall,CracksLongitudinalMed,CracksLongitudinalAvgWidth,CracksLongitudinalLarge,CracksLongitudinalSealed,CracksLongitudinalMinWidth,CracksLongitudinalMaxWidth,CracksLongitudinalMinDepth,CracksLongitudinalMaxDepth,CracksTransverseSmall,CracksTransverseMed,CracksTransverseAvgWidth,CracksTransverseLarge,CracksTransverseSealed,CracksTransverseMinWidth,CracksTransverseMaxWidth,CracksTransverseMinDepth,CracksTransverseMaxDepth,PotholeMaxDepthHigh,PotholeMaxDepthLow,PotholeMaxDepthMed,PotholeMaxDepthDelamination,PotholeAreaAffectedLow,PotholeAreaAffectedMed,PotholeAreaAffectedHigh,PotholeAreaAffectedDelam
55.673286,55.67334,0.8684625,12.581497,12.581604,41.285824,6969.14,6979.14,1.488188,,,29.604162,11.105105,38.85369,3.7884204,16.576591,,2.1480992,23.975485,,0.57736856,13.547786,66.02267,0.0,1.945481,,,,,,,,,,,,,,,,,
55.67334,55.673386,0.9322907,12.581622,12.581735,41.26021,6979.14,6989.14,,,,,,,,,,1.7220175,7.4471292,,,7.4471292,7.4471292,4.3581057,4.3581057,,1.0514666,9.25712,,,9.25712,9.25712,0.94658434,0.94658434,,,,,,,,
55.67339,55.673435,0.97863805,12.581754,12.581867,41.26515,6989.14,6999.14,0.8960164,,,8.892378,6.6764374,11.108317,1.7778943,3.1288543,,,,,,,,,,,5.644895,9.081674,,,8.7307825,9.25712,0.94658434,1.7967656,,,,,,,,
55.673435,55.673485,0.98608094,12.581886,12.582003,41.28674,6999.14,7009.14,,0.3566861,,8.948789,8.948789,8.948789,1.3283668,1.3283668,,1.4090331,31.879522,,1.2515473,7.1197553,65.38578,0.0,1.5763085,,0.21626903,5.6745973,,,5.6745973,5.6745973,0.840057,0.840057,,,,,,,,
55.673485,55.673534,0.98754436,12.582021,12.582135,41.439144,7009.14,7019.14,0.38503188,,,8.208085,8.208085,8.208085,2.1129587,2.1129587,,3.0868497,7.067277,,,6.9623203,7.1197553,1.5763085,1.6299137,,0.08583069,5.6745973,,,5.6745973,5.6745973,0.840057,0.840057,,,,,,,,
55.673534,55.673584,0.9876973,12.582154,12.582269,41.587753,7019.14,7029.14,2.218107,,,11.352283,11.352283,11.352283,2.1473567,2.1473567,,1.2833637,12.863063,0.650647,,10.236169,32.70246,0.0,2.3061855,,0.11244531,19.476145,,,19.476145,19.476145,3.8903067,3.8903067,,,,,,,,
55.673584,55.673634,0.9842772,12.582288,12.582399,41.672955,7029.14,7039.14,1.990634,1.3014268,,12.100846,10.313258,16.88656,2.1473567,2.323916,,1.6378304,12.223159,,,10.236169,16.19714,2.1877973,2.3061855,,0.15739214,20.239185,,,19.476145,21.765266,3.4493132,3.8903067,,,,,,,,
55.673634,55.673683,0.9847095,12.5824175,12.582533,41.79075,7039.14,7049.14,0.9084502,2.5368803,,14.295026,10.313258,18.99693,2.305827,4.685673,,1.0527893,13.121936,,,6.971529,16.19714,1.1940731,2.1877973,,,30.493956,0.12277572,,30.493956,30.493956,5.9159636,5.9159636,,,,,,,,
55.673687,55.673733,0.98485553,12.582551,12.582667,41.842297,7049.14,7059.14,0.13783215,1.160511,3.179501,17.910135,5.9186254,19.77761,1.3193728,4.123553,,2.6593833,6.155153,,,6.155153,6.155153,1.1443518,1.1443518,,,,,,,,,,,,,,,,,
55.673737,55.673782,0.9887148,12.582686,12.582801,41.89688,7059.14,7069.14,,3.943254,1.4945015,20.363388,19.77761,21.534945,4.123553,5.9180937,,0.5042037,7.5903707,,,7.5903707,7.5903707,1.4090939,1.4090939,,,,,,,,,,,,,,,,,
55.673782,55.673832,0.99518013,12.582819,12.582936,41.891834,7069.14,7079.14,0.34340703,5.2801375,,20.624613,11.942714,25.653078,2.7095065,6.034584,0.1854002,2.2927155,9.0000925,,,4.999809,11.91018,0.7786291,2.6348197,,,,,,,,,,,,,,,,,
55.673916,55.673946,1.1166685,12.583232,12.58336,42.04163,7099.14,7109.14,,30.806501,,21.621723,17.777102,23.544033,7.2406564,10.313303,,,,,,,,,,,,,,,,,,,,,,,,,,
55.673946,55.673977,1.1694468,12.583378,12.58351,42.158566,7109.14,7119.14,,12.344408,,21.34942,17.777102,28.49406,7.2406564,10.998521,,,,,,,,,,,,,,,,,,,,,,,,,,
55.673977,55.674,1.23215,12.5835285,12.583662,42.08539,7119.14,7129.14,2.791101,1.1391869,,29.47034,28.49406,31.4229,10.998521,15.6434145,,0.2936112,9.318257,,,9.318257,9.318257,2.359024,2.359024,,,,,,,,,,,,,,,,,
55.674,55.674023,1.279966,12.583681,12.583815,41.96479,7129.14,7139.14,1.3123232,20.853838,,26.725698,17.331295,31.4229,6.0138555,15.6434145,,,,,,,,,,,,,,,,,,,,,,,,,,
55.674023,55.674046,1.3087583,12.583834,12.58397,41.93966,7139.14,7149.14,2.6333559,5.396484,,24.313704,17.331295,38.27852,6.0138555,24.05305,,0.9860116,30.197514,1.4438484,,5.472385,37.50188,1.1920986,12.394615,,,,,,,,,,,,,,,,,
55.674046,55.67407,1.3130673,12.583989,12.584124,41.942707,7149.14,7159.14,0.6522281,,,38.27852,38.27852,38.27852,24.05305,24.05305,1.1695913,,39.551937,8.031578,0.7307177,4.671801,58.913498,0.0,31.863924,,,,,,,,,,,,,,,,,
55.67407,55.67409,1.3081645,12.584143,12.584277,41.928005,7159.14,7169.14,,,,,,,,,3.4542923,1.4010029,26.675611,3.0720367,,4.671801,58.913498,0.0,31.863924,0.03311076,,4.8984594,,,4.8984594,4.8984594,2.0328197,2.0328197,,,,,,,,
55.67409,55.674118,1.2928975,12.584297,12.584428,41.891823,7169.14,7179.14,3.3907046,0.23296,,6.0305057,5.8420453,6.2189655,2.8111978,3.1309078,1.4270782,,32.195374,,2.0083513,4.7794766,59.84722,0.0,1.5684651,,,,,,,,,,,,,,,,,
55.674118,55.67415,1.2683827,12.584447,12.58458,41.847546,7179.14,7189.14,2.906837,,,6.1008654,5.8646655,6.2189655,2.5676386,3.1309078,,0.7656937,26.518545,0.37693927,,5.527419,47.50967,0.0,3.4781773,,,,,,,,,,,,,,,,,
55.67415,55.67418,1.2353195,12.5845995,12.584728,41.83839,7189.14,7199.14,3.1224468,,,5.823031,5.739763,5.8646655,2.5676386,2.8491855,,0.7135069,35.819878,,0.2004,5.966127,65.67363,0.0,3.1481724,,,,,,,,,,,,,,,,,
55.685078,55.685158,0.43266162,12.590914,12.590965,45.66934,8609.14,8619.14,,,,,,,,,4.048442,6.353547,5.238194,,,4.3052583,7.1040654,1.0559709,1.9850631,,,,,,,,,,,,,,,,,
55.68516,55.685238,0.4367202,12.590982,12.591033,45.693317,8619.14,8629.14,4.4480968,,,6.3856835,6.3856835,6.3856835,1.3775283,1.3775283,1.838578,3.2058828,6.3332105,,,4.002769,7.1040654,0.77485085,1.9850631,,,,,,,,,,,,,,,,,
55.68524,55.685318,0.43574968,12.59105,12.5911,45.781704,8629.14,8639.14,4.281813,,,6.3856835,6.3856835,6.3856835,1.3775283,1.3775283,,7.053849,7.07162,,,7.07162,7.07162,1.5414772,1.5414772,,,,,,,,,,,,,,,,,
55.68532,55.685402,0.43774864,12.591117,12.591168,45.853462,8639.14,8649.14,0.32347617,,,5.645046,5.645046,5.645046,1.3557363,1.3557363,,,,,,,,,,,,,,,,,,,,,,,,,,
55.685402,55.685482,0.43564245,12.591186,12.591235,45.85931,8649.14,8659.14,0.16726804,,,12.122527,12.122527,12.122527,2.2074049,2.2074049,,1.5178642,6.323747,,,6.323747,6.323747,0.97749394,0.97749394,,0.37443432,15.274748,,,15.274748,15.274748,1.7410359,1.7410359,,,,,,,,
55.68573,55.685806,0.4291724,12.5914545,12.591502,46.603878,8689.14,8699.14,,,,,,,,,1.117893,7.1939063,5.3674145,,,4.703553,5.6206055,0.86966616,1.631099,,,,,,,,,,,,,,,,,
55.68581,55.68589,0.42709562,12.59152,12.591571,46.698593,8699.14,8709.14,,,,,,,,,2.184284,6.3940115,5.2966747,,,4.3993387,5.6206055,1.0445958,1.631099,,,,,,,,,,,,,,,,,
55.68589,55.68597,0.42679983,12.591588,12.591638,46.744694,8709.14,8719.14,,,,,,,,,3.6498294,,22.392723,0.7968332,,4.457633,48.39035,0.0,0.9276001,,,,,,,,,,,,,,,,,
55.68597,55.686054,0.43580094,12.591655,12.591706,46.657032,8719.14,8729.14,,,,,,,,,2.391795,3.6236966,5.5261316,,,4.457633,6.937344,0.9276001,2.18208,,,,,,,,,,,,,,,,,
55.686054,55.686134,0.43367794,12.591723,12.591772,46.685463,8729.14,8739.14,,,,,,,,,,7.299838,5.186758,,,5.186758,5.186758,1.1867853,1.1867853,,0.45663935,24.743946,,,24.743946,24.743946,0.0,0.0,,,,,,,,
55.686134,55.686214,0.43164203,12.591789,12.591841,46.700405,8739.14,8749.14,0.51177984,,,6.8055234,6.8055234,6.8055234,2.0351095,2.0351095,,6.308101,5.6358023,,,5.186758,6.5338907,1.1867853,2.0192904,,,,,,,,,,,,,,,,,
55.68622,55.686295,0.43155253,12.591858,12.591907,46.79827,8749.14,8759.14,1.2166623,,,5.2680883,5.2680883,5.2680883,1.281829,1.281829,,2.9779682,22.389017,0.31347847,0.8909471,6.5338907,56.301033,0.0,2.0192904,,,,,,,,,,,,,,,,,
55.6863,55.68638,0.42788285,12.591924,12.591974,46.861355,8759.14,8769.14,0.55078274,,,5.2680883,5.2680883,5.2680883,1.281829,1.281829,,3.1613927,5.837996,,,5.837996,5.837996,1.4634433,1.4634433,,,,,,,,,,,,,,,,,
55.686382,55.68646,0.42881694,12.591991,12.592041,46.78905,8769.14,8779.14,1.5679022,,,6.0591145,6.0591145,6.0591145,1.4747977,1.4747977,0.9615972,1.116659,5.5077147,,,4.2870407,5.837996,1.1944826,1.4634433,,,,,,,,,,,,,,,,,
55.686462,55.68654,0.43177474,12.592058,12.592108,46.759,8779.14,8789.14,1.4801109,,,6.110171,6.0591145,6.2122836,1.4747977,1.5832927,,3.339006,17.777315,,1.4817121,5.478917,66.65707,0.0,1.6624501,,,,,,,,,,,,,,,,,
55.686543,55.686623,0.43294504,12.592125,12.592176,46.837864,8789.14,8799.14,0.76814127,,,6.8407073,6.2122836,8.097554,1.5832927,2.0253663,2.5689113,,40.091682,,0.4038428,4.341471,66.65707,0.0,1.6624501,,,,,,,,,,,,,,,,,
55.686626,55.686707,0.42591593,12.592194,12.592243,46.81203,8799.14,8809.14,,,,,,,,,4.8120513,1.3334453,4.498133,,,4.341471,5.086096,0.85653967,1.2216938,,,,,,,,,,,,,,,,,
55.686707,55.686787,0.42153156,12.59226,12.59231,46.77756,8809.14,8819.14,,,,,,,,,,6.2263317,5.4017344,,,5.086096,6.0330114,1.2216938,1.4438378,,,,,,,,,,,,,,,,,
55.68679,55.686867,0.42312294,12.592327,12.592376,46.78334,8819.14,8829.14,,,,,,,,,2.2381225,4.9553633,5.7526245,,,4.9046917,6.0330114,1.3567685,1.5438522,,,,,,,,,,,,,,,,,
55.68687,55.68695,0.4261585,12.592393,12.592434,46.77533,8829.14,8839.14,,,,,,,,,2.5848167,6.109069,5.501665,,,4.9046917,6.695611,1.3567685,2.0023403,,,,,,,,,,,,,,,,,
55.686954,55.68704,0.42260128,12.59245,12.592494,46.718006,8839.14,8849.14,,,,,,,,,,8.920958,6.1948004,,,5.193179,6.695611,1.4212067,2.0023403,,,,,,,,,,,,,,,,,
55.68704,55.68712,0.4259646,12.592511,12.592556,46.75125,8849.14,8859.14,,,,,,,,,,5.270481,5.550165,,0.07311825,5.193179,96.160614,0.0,1.7030762,,,,,,,,,,,,,,,,,
55.687122,55.687202,0.43335715,12.592573,12.592623,46.67401,8859.14,8869.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.687202,55.687283,0.43231642,12.59264,12.59269,46.64091,8869.14,8879.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.687286,55.687366,0.43049517,12.592708,12.592758,46.5221,8879.14,8889.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.687366,55.68745,0.42408594,12.592775,12.592821,46.339046,8889.14,8899.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.68745,55.68754,0.3844462,12.592837,12.592853,46.177944,8899.14,8909.14,,,,,,,,,,0.6540014,8.042634,,,8.042634,8.042634,1.1000918,1.1000918,,0.8228807,12.172389,,,12.172389,12.172389,0.999922,0.999922,,,,,,,,
55.687542,55.68763,0.15656957,12.592868,12.592827,46.149193,8909.14,8919.14,2.3660243,,,13.169104,13.169104,13.169104,3.041174,3.041174,,1.0080733,9.587167,,,9.587167,9.587167,1.2041304,1.2041304,,0.9132024,9.394132,,,9.394132,9.394132,2.340316,2.340316,,,,,,,,
55.68763,55.687714,6.108295,12.592841,12.59275,46.667328,8919.14,8929.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.687714,55.687786,5.7763515,12.592764,12.592658,46.926815,8929.14,8939.14,,,,,,,,,,1.5972422,5.473686,,,5.473686,5.473686,1.1884027,1.1884027,,,,,,,,,,,,,,,,,
55.687786,55.68786,5.68313,12.592671,12.592568,47.05431,8939.14,8949.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.687862,55.687935,5.668586,12.592582,12.592476,47.114204,8949.14,8959.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.687935,55.688007,5.6516967,12.59249,12.592389,47.001564,8959.14,8969.14,,,,,,,,,,3.043507,7.0130916,,,5.5996923,8.426491,1.366032,2.0078475,,,,,,,,,,,,,,,,,
55.688007,55.688076,5.6681128,12.592403,12.592304,46.851765,8969.14,8979.14,,,,,,,,,,,51.345695,,0.20040011,51.345695,51.345695,0.0,0.0,,,,,,,,,,,,,,,,,
55.68808,55.688152,5.672182,12.592319,12.592217,46.74397,8979.14,8989.14,,,,,,,,,,,,,,,,,,,0.74437124,6.8843975,,,6.8843975,6.8843975,1.7964358,1.7964358,,,,,,,,
55.69405,55.69412,0.6738304,12.592445,12.592527,43.155907,9819.14,9829.14,,,,,,,,,,0.74800307,8.037378,,,8.037378,8.037378,3.444849,3.444849,,,,,,,,,,,,,,,,,
55.694122,55.69419,0.67626303,12.5925455,12.5926285,43.176147,9829.14,9839.14,,,,,,,,,,,,,,,,,,,0.2626665,6.2063327,,,6.2063327,6.2063327,0.7903255,0.7903255,,,,,,,,
55.69419,55.694256,0.6866743,12.592647,12.59273,43.133232,9839.14,9849.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.69426,55.694324,0.69867206,12.592748,12.592835,43.093304,9849.14,9859.14,0.14409594,,,4.880171,4.880171,4.880171,2.895117,2.895117,,,,,,,,,,,,,,,,,,,,,,,,,,
55.69433,55.694393,0.7202584,12.592854,12.592938,43.160393,9859.14,9869.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.694393,55.69446,0.7133912,12.592957,12.59304,43.11682,9869.14,9879.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.69446,55.69453,0.6999735,12.593059,12.593142,42.975517,9879.14,9889.14,,,,,,,,,,,57.917717,0.2735079,0.4912398,49.678608,66.15682,0.0,0.0,,,,,,,,,,,,,,,,,
55.69453,55.694603,0.6902173,12.59316,12.593243,42.85317,9889.14,9899.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.694603,55.69467,0.679204,12.593261,12.593342,42.789516,9899.14,9909.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.69467,55.694744,0.67487115,12.593359,12.593441,42.757805,9909.14,9919.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.694744,55.69481,0.68292224,12.593459,12.593542,42.716736,9919.14,9929.14,,,,,,,,,,,51.577892,,0.49037635,51.577892,51.577892,0.0,0.0,,,,,,,,,,,,,,,,,
55.694813,55.69488,0.68871844,12.593559,12.593643,42.65308,9929.14,9939.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.69488,55.69495,0.6840048,12.59366,12.593741,42.637123,9939.14,9949.14,,,,,,,,,,1.5433674,8.388535,,,8.388535,8.388535,1.5607686,1.5607686,,0.057505,7.6124454,,,7.6124454,7.6124454,1.0975345,1.0975345,,,,,,,,
55.69495,55.695026,0.65264016,12.593759,12.593833,42.617302,9949.14,9959.14,,,,,,,,,,,66.65883,0.25686875,1.4187393,48.22268,68.26142,0.0,0.0,,,,,,,,,,,,,,,,,
55.695026,55.695103,0.5962089,12.593851,12.593915,42.50242,9959.14,9969.14,0.66344404,,,221.73077,221.73077,221.73077,0.0,0.0,,,56.901764,,1.0913763,56.901764,56.901764,0.0,0.0,,,,,,,,,,,,,,,,,
55.695103,55.695183,0.5289983,12.593932,12.593986,42.410805,9969.14,9979.14,0.27666005,,,77.17503,77.17503,77.17503,1.4038242,1.4038242,,,,,,,,,,,,94.825325,,0.028399944,94.825325,94.825325,0.0,0.0,,,,,,,,
55.695187,55.695267,0.4472746,12.594002,12.594043,42.342533,9979.14,9989.14,,,,,,,,,,,58.583817,,0.77773935,58.583817,58.583817,0.0,0.0,,,,,,,,,,,,,,,,,
55.69527,55.695354,0.36024302,12.594059,12.594085,42.399227,9989.14,9999.14,,0.49992752,,32.0042,32.0042,32.0042,0.10878413,0.10878413,,,,,,,,,,0.8683638,,3.8883398,,,3.7533185,4.023361,0.9096959,0.94432634,,,,,,,,
55.69536,55.695446,0.25535226,12.594101,12.594111,42.48273,9999.14,10009.14,,,,,,,,,,,,,,,,,,0.563602,0.3235861,4.54434,,,4.2966104,5.102391,1.2079457,1.2122834,,,,,,,,
55.695446,55.695534,0.15717751,12.594128,12.594121,42.51709,10009.14,10019.14,,,,,,,,,0.25807503,,19.638866,0.28994668,,4.535151,37.58543,0.0,1.5834678,,,,,,,,,,,,,,,,,
55.695805,55.69589,6.044157,12.594077,12.594012,42.53378,10049.14,10059.14,0.33293197,,,6.7140374,6.7140374,6.7140374,1.5747894,1.5747894,,9.2257395,7.9197083,,,6.702122,10.354879,1.6278342,1.7912889,,0.8377123,6.75308,,,6.75308,6.75308,1.1430246,1.1430246,,,,,,,,
55.69589,55.695972,5.9595613,12.5940275,12.593953,42.473824,10059.14,10069.14,,,,,,,,,,1.7354015,23.478155,,2.4206884,7.5291286,61.044018,0.0,1.6278342,,,,,,,,,,,,,,,,,
55.695972,55.69605,5.8910384,12.593967,12.593892,42.545788,10069.14,10079.14,,,,,,,,,0.42259616,,40.38423,,6.7422585,3.9517233,55.13166,0.0,0.83881044,,,,,,,,,,,,,,,,,
55.696053,55.69613,5.8632584,12.593906,12.593832,42.586437,10079.14,10089.14,,,,,,,,,,0.43652844,44.681747,2.3620884,4.019037,7.0466156,55.13166,0.0,1.0558126,,,,,,,,,,,,,,,,,
55.696133,55.69621,5.860225,12.593846,12.59377,42.570587,10089.14,10099.14,,0.4478448,,8.096296,8.096296,8.096296,2.432154,2.432154,,0.34992263,25.537325,0.27353707,,5.564387,47.803318,0.0,0.8497702,,7.6073217,16.59776,,0.8165685,11.008108,73.346,0.0,2.704197,,,,,,,,
55.696213,55.696293,5.862396,12.593784,12.593706,42.450672,10099.14,10109.14,,,,,,,,,,0.20450288,43.061485,,0.7801943,6.9248877,56.242435,0.0,0.9064668,,,,,,,,,,,,,,,,,
55.696297,55.696377,5.8668056,12.59372,12.593643,42.343426,10109.14,10119.14,0.04746578,,,6.552255,6.552255,6.552255,1.7248216,1.7248216,,0.90150654,7.8140435,,,7.8140435,7.8140435,2.9704926,2.9704926,0.045942128,0.5089883,17.607677,0.9932077,,4.68208,41.80849,0.0,1.4113945,,,,,,,,
55.696377,55.696457,5.868599,12.5936575,12.593582,42.164425,10119.14,10129.14,0.48861825,,,6.552255,6.552255,6.552255,1.7248216,1.7248216,,2.79369,10.188297,,0.7707474,7.0057874,64.982735,0.0,2.9704926,,,,,,,,,,,,,,,,,
55.69646,55.69654,5.8761387,12.593596,12.593523,42.206627,10129.14,10139.14,,0.32050824,0.9935997,6.470621,5.923238,7.018004,1.3562192,2.157432,0.6344177,1.6162497,8.143937,0.3536077,,4.838467,53.597187,0.0,1.8100429,1.5278895,,4.8302135,,,4.796213,4.8642144,0.8964975,1.5784664,51.2,,,,,,429.94,
55.696545,55.69663,5.904236,12.593537,12.593472,42.174393,10139.14,10149.14,0.14288041,11.700802,,9.072135,7.6961527,10.448117,1.6212411,2.2980015,,1.1610702,14.360116,,2.0954726,5.986916,67.81324,0.0,1.7718284,,,,,,,,,,,,,,,,,
55.69663,55.696712,5.9478893,12.593486,12.593425,42.157463,10149.14,10159.14,0.3033967,8.5112295,,8.994796,6.088154,10.448117,1.325601,2.2980015,,2.2556617,16.886503,,2.041188,5.6942916,61.590164,0.0,1.3922149,,0.5312712,5.1374507,,0.08000004,5.13745,82.4134,0.0,2.1597278,,,,,,,,
55.696712,55.6968,5.983368,12.59344,12.593382,42.050842,10159.14,10169.14,0.76881313,,,9.002315,6.088154,14.830637,0.9374613,1.325601,2.0607798,0.93401366,6.784482,0.3606,,4.9247074,30.52132,0.0,1.3922149,,0.90531254,6.6941557,,,6.6941557,6.6941557,2.2718909,2.2718909,,,,,,,,
55.6968,55.696888,6.0166316,12.593397,12.593347,41.951546,10169.14,10179.14,0.7862965,,,17.7069,14.830637,23.459427,0.9374613,1.0264208,,,72.06613,,1.0414293,72.06613,72.06613,0.006411955,0.006411955,0.9461463,0.7959171,5.90334,0.21656834,,4.764155,38.856747,0.0,1.7937078,,,,,,,,
55.696888,55.696976,6.056952,12.593361,12.593314,41.80709,10179.14,10189.14,,,,,,,,,,1.2114763,29.291573,0.69766843,,20.558702,44.187843,0.0,0.0,,,,,,,,,,,,,,,,,
55.69698,55.697063,6.086491,12.593329,12.593287,41.79629,10189.14,10199.14,0.25995994,,,8.62317,8.62317,8.62317,3.1177692,3.1177692,,,52.33224,,0.20039988,52.33224,52.33224,0.0,0.0,,,,,,,,,,,,,,,,,
55.697067,55.697155,6.1146483,12.593302,12.593264,41.713676,10199.14,10209.14,0.7416901,,,11.244143,11.244143,11.244143,1.9820584,1.9820584,,1.4878666,17.936655,,,17.936655,17.936655,0.6842471,0.6842471,,,,,,,,,,,,,,,,,
55.697155,55.697247,6.1376247,12.593278,12.593242,41.6409,10209.14,10219.14,1.3967072,,,9.772195,6.8283,11.244143,1.9820584,3.8889852,0.6889439,8.108976,14.042711,,0.20029998,4.913087,56.560886,0.0,2.6096427,,0.2960657,6.2119756,,,6.2119756,6.2119756,1.3684021,1.3684021,,,,,,,,
55.697247,55.69733,6.1482544,12.593257,12.593222,41.5768,10219.14,10229.14,0.21873297,0.4706762,,6.33753,5.2494073,6.8283,1.7487406,3.8889852,0.21093987,3.8546145,9.5199795,,0.49716848,4.042158,65.37407,0.0,2.6096427,,,,,,,,,,,,,,,,,
55.697334,55.697426,6.157292,12.593237,12.593207,41.442734,10229.14,10239.14,9.109657,,,26.087095,5.6056557,67.04997,0.8370185,2.3595316,0.7042418,1.0282212,10.7481,,1.5705423,4.042158,88.17153,0.0,1.9376519,,,,,,,,,,,,,,,,,
55.697426,55.697514,6.1793456,12.593223,12.593197,42.186195,10239.14,10249.14,2.5904875,,,58.056454,40.069405,67.04997,0.8370185,1.0716473,,3.9536216,45.856075,1.2001821,2.5470831,5.8885927,88.17153,0.0,1.9376519,,1.1425253,10.019927,,,9.61497,10.424883,0.88237804,1.1262263,,,,,,,,
55.697517,55.697605,6.2088842,12.593212,12.593186,42.022285,10249.14,10259.14,1.4508611,,,29.602003,8.667199,40.069405,1.0716473,2.1302047,,6.04251,24.904171,0.85560626,,6.4492087,42.862076,0.0,2.85322,,4.8761835,10.269884,,,9.61497,11.579711,1.1262263,1.2538575,,,,,,,,
55.697605,55.697693,6.211028,12.593202,12.593172,42.02714,10259.14,10269.14,0.14137521,6.356896,,8.141528,6.83985,8.667199,1.8746812,2.6553237,,1.9869351,8.662964,,,6.4492087,13.090475,2.85322,2.9641693,0.2435191,0.85662735,17.83642,0.20000005,,4.5537405,30.6,0.0,1.2538575,,,,,,,,
55.697697,55.69778,6.186285,12.593187,12.593149,41.94853,10269.14,10279.14,0.92626905,0.60236305,,7.120926,6.83985,7.9403567,2.5494728,2.6553237,,1.6147854,9.095643,,,9.095643,9.095643,3.3384657,3.3384657,,0.050065987,6.73164,,,6.73164,6.73164,3.036348,3.036348,,,,,,,,
55.697784,55.69787,6.130692,12.5931635,12.593118,41.92451,10279.14,10289.14,,11.300005,,8.411411,7.07841,11.077414,2.5494728,2.6821496,,0.9426489,8.370681,,,8.370681,8.370681,4.273329,4.273329,,,,,,,,,,,,,,,,,
55.697872,55.697956,6.083271,12.593132,12.5930805,41.915833,10289.14,10299.14,0.235548,3.2541604,,9.807348,7.267218,11.077414,2.596473,2.6821496,,0.66627234,30.730354,,0.7777687,8.370681,75.4497,0.0,4.273329,,2.3573272,39.948956,,1.2996528,10.034081,69.52894,0.0,2.3292778,,,,,,,,
55.698048,55.69813,6.0527987,12.593059,12.59301,41.868534,10309.14,10319.14,0.44862047,0.5395065,,15.3766,7.7504554,24.220337,1.9557136,4.0924606,,6.454306,8.065774,,,7.2290483,8.484137,1.4694055,2.3527036,,0.96175706,13.547361,,,13.547361,13.547361,2.1873436,2.1873436,,,,,,,,
55.698135,55.69822,6.080673,12.593025,12.592983,41.965023,10319.14,10329.14,0.36149696,,,8.281941,6.1919384,9.326943,2.401555,4.0924606,,5.489193,6.8233113,,,6.011837,7.2290483,1.4694055,1.7917132,0.8613009,,4.705016,,,4.705016,4.705016,1.4209847,1.4209847,,,,,,,,
55.698223,55.69831,6.1191316,12.5929985,12.59296,41.921684,10329.14,10339.14,,,,,,,,,0.6642752,1.9185731,5.7496576,,,4.933749,6.011837,1.6216848,1.7917132,0.036736753,0.7916578,6.5901732,,,4.571984,6.592783,0.8940508,2.578634,,,,,,,,
55.69831,55.6984,6.1430345,12.592976,12.59294,41.90134,10339.14,10349.14,0.13798398,,,7.368766,7.368766,7.368766,1.713844,1.713844,0.51544666,3.0720108,7.919917,,0.76630884,4.673745,77.13191,0.0,3.0715725,,0.99733096,6.1015463,,,5.119073,6.592783,0.7937685,2.578634,,,,,,,,
55.698402,55.698486,6.149793,12.592955,12.592918,41.92843,10349.14,10359.14,0.20916,,,6.4121904,6.4121904,6.4121904,3.0420508,3.0420508,,4.433953,6.7891946,,,6.515392,6.9260964,1.4085511,2.1981943,,0.06295055,5.3140945,,,5.3140945,5.3140945,1.2259548,1.2259548,,,,,,,,
55.698486,55.698574,6.152107,12.592933,12.592898,41.95391,10359.14,10369.14,0.12558001,,,5.922215,5.922215,5.922215,1.3716143,1.3716143,,1.0838732,11.577105,,0.6010003,6.4935446,62.31964,0.0,1.9348687,,0.25658354,7.080751,,,7.080751,7.080751,1.5791165,1.5791165,,,,,,,,
55.698578,55.69866,6.1635675,12.592914,12.59288,42.017723,10369.14,10379.14,,0.34118995,,6.3966107,6.3966107,6.3966107,3.737696,3.737696,,0.92238885,9.86578,0.4501605,,6.4935446,37.109627,0.0,1.9348687,0.20150563,,21.500277,0.2332786,,4.499393,36.338936,0.0,0.8977051,,,,,,,,
55.698666,55.698753,6.166456,12.592895,12.592861,42.023605,10379.14,10389.14,0.10764613,,,6.289303,6.289303,6.289303,1.2293736,1.2293736,,4.5859585,27.49445,1.7816621,3.8863006,6.6255064,68.67893,0.0,1.5837965,,0.046578754,5.446889,,,5.446889,5.446889,1.4344442,1.4344442,,,,,,,,
